taxid	FR.001	FR.003	FR.024	FR.025	FR.026	FR.027	FR.030	FR.039	FR.040	FR.051	FR.052	FR.053	FR.054	FR.060	FR.105	FR.110	FR.113	FR.115	FR.116	FR.118	FR.121	FR.125	FR.129	FR.132	FR.139	FR.142	FR.152	FR.156	FR.161	FR.162	FR.166	FR.169	FR.170	FR.173	FR.187	FR.191	FR.192	FR.193	FR.194	FR.195	FR.196	FR.198	FR.200	FR.202	FR.208	FR.211	FR.212	FR.213	FR.214	FR.215	FR.218	FR.221	FR.223	FR.229	FR.241	FR.249	FR.268	FR.275	FR.276	FR.281	FR.282	FR.293	FR.294	FR.298	FR.302	FR.305	FR.310	FR.312	FR.316	FR.328	FR.344	FR.349	FR.376	FR.382	FR.390	FR.393	FR.398	FR.399	FR.400	FR.404	FR.414	FR.419	FR.430	FR.449	FR.450	FR.451	FR.459	FR.460	FR.473	FR.474	FR.495	FR.496	FR.500	FR.503	FR.504	FR.505	FR.506	FR.507	FR.510	FR.539	FR.542	FR.548	FR.551	FR.552	FR.558	FR.568	FR.596	FR.606	FR.617	FR.626	FR.628	FR.643	FR.652	FR.654	FR.664	FR.666	FR.667	FR.672	FR.682	FR.684	FR.696	FR.716	FR.719	FR.721	FR.722	FR.723	FR.726	FR.728	FR.730	FR.734	FR.751	FR.759	FR.767	FR.768	FR.770	FR.772	FR.780	FR.783	FR.788	FR.790	FR.792	FR.812	FR.815	FR.817	FR.820	FR.823	FR.824	FR.825	FR.826	FR.827	FR.828	FR.829	FR.830	FR.835	FR.901	FR.902	Domain	Phylum	Class	Order	Family	Genus	Species
469592	0	0.000148651625637478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119067227463247	0	0	0	0	0	0	0	0	0	0	0	0	0.000127630615939703	0	0	0	0	0	0	0	0	0.000141421478068946	0	0.000186081996149563	0.00146194267630279	0	0	0	0	0	0	0	0	0	0	0.000129100604580224	0	0.000139124320487165	0	0	0	0	0	0	0	0	0.000137685421221539	0	0	0	0	0	0	0	0	0	0	0	0	0.000107210079359641	0	0	0	0	0.000341082467321421	0	0	0	0	0	0	0	0	0.000125387996552574	0.000157608271324426	0	0	0	0	0	0	0	0.000258460234898783	0	0	0	0	0	0	0	0	0	0.000111607986168374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453916220778601	0.000108465456063954	0	0	0.000147842012346149	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077453840582134	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 3_1_19
457390	0	0	0	0	0	0	0	0	0	0	0.00012945395628299	0	0	0.000144052516326758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242841879843424	0.000123839583213806	0	0	0	0	0	0	0	0	0	0	0	0	0.000923194450121425	0.000109512737280299	0	0	0.000134824277536817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000828764811293482	0	0	0.000112861830911603	0	0	0.000421642746037996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123508098935953	0	0.000470714766029868	0	0	0	0	0	0	0	0	0	0	0	0.000737608108961325	0.000138830493130472	0	0	0	0.000232622317919065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165449856210871	0	0	0.00114341510185642	0.000548905809888293	0.000145690139316751	0.000115140181432093	0	0	0.00019728310729289	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 3_1_23
457391	0.000235707295686303	0.00019591706971153	0	0.000187627861511076	0	0.000164903477256268	0.000230402851340361	0.000149977209684381	0.000297984094326185	0.000126459691205891	0.000594039322505397	0.000152799654363987	0.000436989271844116	0.000130195115427316	0	0	0	0	0.000225655012729886	0.000149311411987021	0.000157057938017696	0	0	0	0.000111040684508565	0	0	0.000132632977804165	0	0.000170768660322709	0.000524330065893118	0.000230138647535651	0	0	0	0	0	0.000196670511605803	0.000216901954677035	0.000466052606054856	0.000132374418007618	0	0.000181178555081992	0.000257309100689992	0.000439683521828096	0	0	0.000161395047693573	0.000280958317869217	0	0.00112617150656032	0	0	0.000307480612758441	0.000203627846997023	0.000235820131833643	0	0.000201678795834268	0	0.000235613343053993	0.000407175301538019	0.000132790721169939	0	0.000357995561340514	0.000320522454654929	0	0.000146476105807222	0	0	0.000130486540293893	0	0	0	0	0.000750454664230701	0.000253918027159491	0	0	0	0.00015622040135262	0	0	0	0.000153492934492021	0	0.000275662035959523	0	0.00025106139233107	0	0.000110620212380469	0	0.000123174246914742	0.000153333617536239	0.000187480189085948	0.000123201763730512	0.000231282930611712	0.000132477324099501	0.000269023395664754	0	0.000239147851890592	0.000167790534402112	0	0.000198695071024752	0	0.000123248737115423	0	0.000321301568640747	0.000179099221610048	0	0	0	0.000154445630490091	0.000202211487983321	0.000128381661057311	0	0	0	0	0.000316887215979734	0.000190843528827633	0.000190839330319164	0.000131310851880576	0.000167219853274301	0.000173295259140425	0	0	0.000118513675047763	0.000195909481319709	0.000231731607930949	0.000123630276860619	0.000127275596417336	0	0.000324700242953088	0	0.00022441176397302	0.000149545351744124	0.000270912677552115	0	0	0.000251047530809016	0	0	0.000121587063849378	0	0.00027485071648535	0	0.000599424631057005	0	0.000123770010292369	0.000237551708753638	0.000280397674384753	0	0.000979856922525192	0	0	0.000252079607508406	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 3_1_33FAA
469593	0.000152232914329151	0	0	0.000151432912836407	0	0.000158127285059062	0.000138233219820198	0.000182460752795745	0.000340765213262641	0.0001562149126661	0.000187723985266817	0.000184371150892853	0	0.000178857151143961	0.000214835318138174	0	0	0	0.000154115832969506	0.000153130433250715	0.000167512716140724	0	0	0	0	0	0	0	0	0	0.00035707009677906	0	0	0	0	0	0	0.000136897380414955	0.000138329221595279	0.000110064661814584	0.000233237330890702	0	0	0.000334985530275361	0	0	0.000156588632920913	0	0	0	0	0	0	0.000212736082550279	0.000116037056001214	0.00010944892692742	0	0.000232560119106888	0.000118315627031781	0.000165536306595311	0.000412087991478506	0.000133705617870913	0	0.000186656558753646	0	0	0.000156325909017685	0.000342602276983019	0	0.000298327287197292	0	0	0	0	0	0.000121830926127932	0	0	0	0	0.000148918098856891	0	0	0.000109596280877826	0	0	0.000183810376664615	0.00060643364169274	0	0	0	0	0	0.000191161824219056	0.000205733271048732	0.000188277941246269	0	0.000201554576992656	0	0	0	0	0	0	0	0	0.000125179574715858	0	0	0	0	0.000167194366970786	0	0	0	0	0.000109462387731282	0	0	0.000153371771927528	0	0.000129993470774399	0	0.000325503890901137	0	0.000296367024428584	0	0	0	0	0	0	0.000324434769775953	0	0	0.000289757684438905	0	0	0	0.00014251731271183	0	0	0.000139156712866356	0	0.000441576540805129	0	0.000163564991377336	0.000174296526637871	0	0.000186336142054025	0.000280014617452534	0	0.000149011708699949	0	0	0.000652609378563186	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 3_1_40A
457393	0	0.000298127948227175	0	0.000154163670280998	0.000120435200090421	0.000129715679203639	0	0.000199393663566562	0.000132299992086729	0.000158539539342679	0	0	0.000234017003307161	0	0.000125115360514141	0	0	0	0.000315181186258591	0.000154115987125217	0	0.000152227633099464	0	0	0	0	0	0	0.000124574855862999	0.000220156704464983	0.000290041694465569	0.000155342120487995	0.000135719880330247	0	0	0	0	0.000163365187584334	0	0.000491220307885147	0	0	0	0	0.000599287767730585	0	0	0.000206106402085662	0	0	0.000263167462294192	0	0	0	0	0	0	0.000109311966097058	0	0.000299827635320758	0	0	0	0.000431235242465824	0	0	0.000568111230332564	0	0	0.000394887327014773	0.000120038591368176	0	0	0.000170251525954161	0	0	0	0	0	0.00050122727327688	0	0	0	0.000198843119682845	0	0.000124319471767425	0	0	0	0	0	0	0	0	0	0	0	0.000227792450920694	0	0	0.00011639523557624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116502774504881	0.000177785936636265	0	0.000241480626341497	0.000114136132096418	0	0.000122480837979713	0	0	0	0	0	0	0.000502085150517057	0	0	0.000251132655472228	0.000282914764872133	0	0	0	0	0	0	0.00015194230533606	0.000210375691558208	0	0.0001324513878792	0	0	0	0	0.000260773009370606	0	0.000286996860801907	0	0	0.000469072068935755	0	0	0.000240849800843319	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 4_1_36
457394	0	0.000173804882680158	0	0.000146368599030075	0	0	0.000118194497536681	0.000293388596824976	0.000696120519110548	0	0.000216071566934625	0.000137519688927589	0.000137704991500383	0.000131161910838904	0	0	0	0	0.000121821003249105	0	0	0	0	0	0	0	0	0.000119970501598799	0	0.000250549347014075	0.000201551761944974	0.000138270913138294	0	0	0	0	0	0.000201669986293352	0	0	0.000128525186532779	0	0	0.000332804140921925	0	0	0	0	0.000194646970218716	0	0	0	0	0	0.000293707686180804	0	0	0.000116913522594934	0.00020957150778548	0.000115806441155637	0.000308054557444661	0	0	0	0	0	0.000129106560360812	0	0	0.000134225856075449	0	0	0	0	0	0.00018383416531804	0	0.000113061337679817	0	0	0	0	0	0.000281113006920046	0.000136928551108124	0.00011981562302998	0	0.000121126578609228	0	0	0	0	0	0.000121564760068192	0	0.000127310502054406	0	0.000262123175573289	0	0	0.000120373199881648	0	0	0	0	0	0.000241841663004605	0	0	0	0	0	0	0.000107856086287967	0	0	0	0	0	0	0.000190839330319164	0.000120202124714974	0	0.000150535089905179	0	0	0	0	0	0	0	0	0.000224431023949424	0	0	0.000116988308548742	0.00015262824659765	0	0	0.000160224874611897	0	0	0	0	0.000257132466862516	0	0.000124641314035972	0.000156097379848073	0	0.000112800704928531	0.000196508206228659	0	0.000135107447148721	0	0	0.000356497108078516	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 4_3_47FAA
457395	0	0	0	0.000157192328537726	0	0.000130635305287545	0.000292089850234326	0	0.000250257181293028	0	0.000414189665479638	0	0.000275084054026802	0	0	0.000207031072300264	0	0	0.000182731504873658	0	0	0	0	0.000181417604419807	0	0	0	0	0	0	0.000283509924402537	0.000144430627130454	0	0	0	0	0	0	0.000775641389925078	0.000211831418826647	0.000316289393051224	0	0	0.000339537995012965	0.000246587888749263	0.000129788507799364	0.000156219320107421	0.000145572822376484	0.000293458582011703	0	0.000264054211511956	0	0	0.000194138464843115	0.000107266124291214	0	0	0.000227848737735809	0.000114352902681434	0.000165777713709096	0.000421046426075865	0	0	0.000136560616863935	0.000133016600550276	0	0	0	0	0	0	0	0	0	0.000272546043448345	0.000134469848736442	0	0	0	0.000157429537586	0	0	0	0.000186706131017993	0	0.000144917956434271	0	0.000280368792796679	0	0	0	0	0	0.000116113108044167	0.000141154902949388	0.000111839194904643	0	0.000180002037694625	0.000176359980534709	0.000326224334547619	0.000112576389843048	0	0	0	0	0	0.000163096127197834	0	0	0	0	0.000109559454130976	0	0	0	0	0.000123416516478896	0.00020203351495734	0	0.000340386384148836	0.000179457992804939	0	0.000176386390081696	0.000116269320413144	0	0	0	0	0.000168808231245579	0.00016089504991584	0	0	0.000245748520073316	0	0	0	0.000128715503900532	0	0	0.000268183881034887	0	0	0.000110637862288072	0	0.000232370486856835	0.000190438493967581	0.000767523589245533	0	0	0	0.000155521114481161	0	0.000315075813641969	0	0	0.000446138547247195	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. 9_1_42FAA
93974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279340988833542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187660988666222	0	0	0	0	0	0.000120164470688555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400227534750678	0	0	0	0	0	0	0	0	0.000828568333154183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169980982147891	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. AR20
556259	0	0	0	0	0	0	0.000112632903004603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000402403691383196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243970325422856	0	0	0	0	0	0	0	0	0	0	0	0.000114371152060948	0	0	0	0	0	0	0	0	0	0	0	0	0.000381955526603557	0	0	0	0	0	0.000428894586878944	0	0	0	0	0	0	0.000406972269327823	0	0	0	0	0	0	0	0	0	0	0	0.000211997019867111	0	0	0	0	0	0	0	0.000151461312479147	0	0	0	0.000279153748707884	0	0	0	0	0	0	0	0	0	0	0	0	0.000124332235868318	0	0	0	0.000276218083255695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244956555859898	0.000108015017334354	0	0	0.000513108168557146	0.000141073923102131	0.000118643202951491	0.000126584647571143	0	0	0.000348131227895831	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. D2
585543	0.000384641830204989	0.000593936436276233	0	0.00111697909510841	0.000161054081952105	0.000249993090704028	0.000240761851842858	0.000623753141659695	0	0.000654614872124611	0.000419859181813199	0.000144334447031627	0.000258298711867583	0.000175634499771997	0.000262545225015895	0.000197747167712808	0	0	0.000172920417363663	0.000315377239840572	0.000457352242975186	0.000216422852018928	0	0.000658823799627858	0	0	0	0	0	0.000504137958283059	0.000250073482413209	0.000250671027509517	0.0001893915075564	0	0	0	0.000113977210919335	0	0.000115717192820198	0.000354226596522755	0.00049955195598045	0	0	0.00014444591240356	0.000762516332085024	0.000297240438161759	0.000456039772527928	0.000177592998677821	0.00076370661403857	0	0.000894040266887868	0.00025695081497799	0	0.000390653291948812	0.000267552925856391	0	0.000135544820153864	0.000660464403633148	0.000114919006160055	0.000822301603012209	0	0.000194872997307459	0	0.000748132879883449	0.000170360716677215	0	0.00051854447869281	0.000317309491433937	0	0.00026806220009032	0.000138313441274649	0	0	0.00163877787922208	0	0.000335967426388506	0.000194501029406587	0	0	0.000454715832832885	0	0	0	0.000474360030032869	0	0.000205256282902105	0.000138746614107091	0	0.000200203927319387	0.000112558650681529	0	0.000550831377989003	0.000256656587174337	0	0.000222010195795084	0.00022446506644402	0.000249246463099258	0.00196341077367994	0	0.000367092331410139	0.000407661782018217	0	0.000215202787659313	0.0010219707634425	0.000141715298737095	0	0	0	0	0	0	0	0.000265086297582522	0	0	0	0.00109048932064686	0.00015234265395974	0.000265119993728087	0	0.000141055157192425	0.000406109429650176	0.00107692918794762	0	0	0.000175383442873172	0.000139377243976317	0.000309515959173872	0.000792400591913695	0.000289426153009528	0.000759829272233175	0.000414580021743965	0.000614145647982726	0	0.000373682184353408	0	0.000126747376929576	0	0.000743643144214083	0.0003330164060561	0.000659437377930345	0	0.000332719923413306	0.00012158002953132	0	0.000253917991956774	0	0.00294093326446157	0	0.000652777173588651	0.000402592835762808	0.000134755046283098	0.000778376302311177	0	0	0.000388413400705606	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. D20
585544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155129538997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000399413316806441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175649476657322	0	0	0	0	0.000818822191365829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121903824640536	0	0.000113476027048874	0	0	0	0.000151372809718082	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. D22
1739298	0.000307003043897122	0	0	0	0	0	0.000123671182228574	0	0	0	0	0	0	0	0	0	0	0	0.000333985770652748	0	0	0	0.000126144814958247	0	0	0	0	0	0	0.000144555006124117	0	0	0	0	0.000164792818144384	0	0	0	0.000264728835683321	0	0	0	0	0.000181529531411959	0	0.000587879462666147	0	0	0	0	0	0	0	0	0.000157126105453465	0	0	0.000110856032260689	0	0.000689044876202983	0	0	0	0	0	0	0	0	0	0	0	0	0.000134100004159142	0	0	0	0	0	0	0.00011648012381555	0	0	0	0	0	0	0	0	0.000218248058107829	0	0	0	0	0.000111511064127783	0.000169077107189063	0.00012180376561127	0	0	0	0	0	0	0.000118807362056037	0	0	0	0	0	0	0	0	0	0	0	0	0.000126588089312766	0.00015370214405705	0	0.000158593224239149	0	0	0.000397955908749782	0	0.000356757285053213	0	0.00014102282319997	0	0	0	0.000132322308292854	0	0	0.00016382349760964	0	0	0	0.000111592799253214	0	0	0	0	0	0	0	0	0	0.00010633435370399	0	0.000558337577414791	0.00062255366632641	0	0	0	0	0	0.000392550697898007	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. HMSC067B03
1739319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157429597616116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245440855374299	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. HMSC068A09
1739517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111511818467364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. HMSC073E02
1078089	0	0	0	0	0.000156143633879748	0	0.000130209239922773	0	0	0.000510952943512037	0	0.000200236759603818	0	0.000292294479437067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236179187874739	0.00145128782114201	0.000195109143329915	0	0	0.000110296356959756	0	0	0.000384257994364413	0	0	0	0	0	0	0	0	0.000245131680683224	0	0	0.000151801452145358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000587162160660757	0	0	0	0	0	0	0	0	0.000115641465305856	0.000162963114612986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000610585802590706	0	0	0	0	0	0	0	0	0	0	0	0.000107893879848111	0	0	0	0	0	0	0	0	0.000336319733385947	0	0	0	0.000243580688781366	0	0	0	0	0	0	0	0.000756152843694805	0	0	0.000149121467064582	0.000836900297328495	0	0	0.000289103702442507	0.000209892013177834	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. HPS0048
1903262	0.000168724813381476	0	0	0	0.000215585900018798	0	0.000149865867925461	0.000298917710546059	0	0.000114371632487681	0	0.000117288375806224	0	0	0	0.000209506780190252	0	0	0	0	0.000414588065793986	0.000128941132118874	0.000108784039619929	0	0	0	0	0	0.000124296786988305	0	0.000486305833026185	0	0	0	0.000132228346843354	0	0	0.000190788776679274	0	0	0.000189069030747204	0	0	0	0	0.00136484227366125	0.000245777677379406	0.000198884119816911	0.000125895517435041	0	0.000161585413014779	0	0	0	0	0	0	0.000175271305292168	0	0	0	0	0	0	0	0	0.000208540457219392	0	0	0	0.000119559076356052	0	0	0.000747310090055072	0	0	0	0	0.000137368296758688	0	0.000429743053068294	0.00015793538281927	0	0	0	0	0	0.000127692717511359	0	0	0	0	0	0.000197109080972538	0.00158539011465748	0	0	0.000190309773880639	0.000273720122606402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216099447571582	0	0.000174928046495388	0.000144606119391939	0	0	0	0.000301201590215163	0	0	0	0	0.000923675444869829	0	0.000136455729232715	0	0	0	0	0.000305559626881697	0	0	0.00100991947992077	0	0	0	0.000112528699816555	0.00030543506933134	0.000237889372292293	0.000160503412034327	0	0	0	0	0.000130814001421976	0	0	0	0	0	0	0	0.000261733300957341	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. Marseille-P3108
871324	0	0	0	0.00011717431944063	0	0	0.000225053531408744	0	0	0	0	0.00022366249058645	0.0001658163655049	0	0	0	0	0	0	0.000241583893487251	0	0	0	0	0	0	0	0	0	0	0.000138489077169753	0	0	0.000119316687316487	0	0	0	0	0	0	0	0	0	0	0.000146046610211866	0	0	0.000122820545865104	0	0	0.000154885530036117	0	0	0	0.000234997755905761	0.000142656622961093	0	0	0	0.000158052686067982	0	0	0	0	0.000250022347574166	0	0	0	0	0	0	0	0	0	0	0.00119437818650419	0	0.000664820643264697	0	0.000107451906606317	0	0	0	0	0	0	0.000174033228969689	0	0.000109124029053915	0	0	0.000223544395965216	0	0	0	0	0.00241891161261084	0	0	0	0	0	0	0.000804055667694091	0	0	0	0	0	0	0	0	0.000142317512797311	0	0	0	0	0	0	0	0	0	0	0.000114302908732893	0	0	0	0	0	0	0	0	0.00013241802075464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310240488899925	0.000251294296826482	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides stercorirosoris
46506	0.000390984868302037	0.00126070392214531	0.00105569407265774	0.000129785453821104	0.000640210435959918	0	0.000295189059401056	0.000567079726018592	0.000306391944290575	0.000889402166459077	0.00413843195037031	0.000376089462866623	0	0.000244599239132011	0.000136726178559604	0.000325246124047201	0	0	0.000761176872650449	0	0	0.000446062366756569	0	0	0.000156036631547338	0	0	0.000804002634570304	0	0.00210184118628562	0.000477907842945144	0.000647591264375746	0	0.00046387709607582	0.000971022754113196	0	0.000834843310491947	0.000113296919022259	0	0	0.00230334096981713	0.000117928612703586	0	0.00290513640369892	0.000144368685002631	0.00027725937360954	0	0	0.00788796429924561	0	0.000242378119522168	0	0	0.000256543804260487	0.000279642588483688	0.000840746079581288	0	0.00121941635486758	0.000510908389455417	0.000313277460231627	0.000267597110875944	0.00095018557372584	0	0.000117518299771354	0	0	0.000280560523704505	0.00124811274144191	0	0.000378372015646232	0	0	0.000595826059088818	0	0	0	0.000279928426716685	0	0.000917654513993336	0.00323548734235886	0	0	0	0.000495726944209315	0	0	0.00272657984263236	0	0	0	0.000418196481471991	0	0.00100904979089237	0	0	0.0012227577159211	0.0001810535837089	0.00025036724504709	0.000232198885546415	0	0.000128408687778572	0.00040884553259115	0.000539814383378344	0	0.000954555244275262	0	0.000181999451913486	0	0	0.000897435478599788	0	0.000392023646781382	0	0	0.000183873921731746	0	0.00128677739836329	0.000940429756991785	0.000605048112097282	0.00187302856505155	0	0.000196859463136579	0.000482493164680167	0.000112169142867088	0.000356089325066475	0.000165871482839222	0	0	0	0.000236071874962724	0.000372567942491022	0.000235185359249362	0.000262659161456778	0	0	0.000390684518344592	0.00190278515552041	0.000210261973618205	0	0.00279579553935091	0.000144170095811849	0	0.000110255913396399	0	0.00163748577456926	0.00020350780237712	0.000243636556193856	0.000175151520111218	0.00677901183573935	0.000171287617517595	0.00034168678353989	0	0.000230338521546752	0	0	0.000848342938594137	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides stercoris
