OTUID	FR.026	FR.027	FR.030	FR.039	FR.040	FR.051	FR.052	FR.053	FR.054	FR.060	FR.105	FR.110	FR.113	FR.115	FR.116	FR.125	FR.129	FR.132	FR.139	FR.142	FR.152	FR.156	FR.161	FR.162	FR.166	FR.169	FR.170	FR.173	FR.187	FR.191	FR.194	FR.196	FR.198	FR.200	FR.208	FR.211	FR.212	FR.213	FR.214	FR.215	FR.218	FR.221	FR.223	FR.229	FR.241	FR.276	FR.281	FR.294	FR.298	FR.302	FR.305	FR.312	FR.316	FR.328	FR.344	FR.349	FR.390	FR.393	FR.399	FR.400	FR.414	FR.419	FR.430	FR.449	FR.450	FR.451	FR.459	FR.460	FR.473	FR.474	FR.496	FR.500	FR.503	FR.505	FR.506	FR.507	FR.510	FR.539	FR.542	FR.548	FR.551	FR.552	FR.558	FR.568	FR.596	FR.606	FR.617	FR.626	FR.628	FR.643	FR.654	FR.664	FR.666	FR.667	FR.672	FR.682	FR.684	FR.696	FR.716	FR.719	FR.721	FR.722	FR.723	FR.726	FR.728	FR.730	FR.734	FR.751	FR.759	FR.767	FR.768	FR.770	FR.772	FR.780	FR.783	FR.788	FR.790	FR.792	FR.812	FR.817	FR.820	FR.824	FR.825	FR.826	FR.827	FR.828	FR.829	FR.830	FR.835	Domain	Phylum	Class	Order	Family	Genus	Species
376804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides barnesiae
47678	0	310	403	0	283	71	12	8	0	176	385	464	142	0	34	12	54	44	37	0	12	94	0	839	786	52	0	80	0	12	2739	189	89	546	621	615	1278	5569	1266	91	1428	0	3583	1688	8637	220	331	173	0	280	106	747	1075	0	5394	82	0	0	219	893	44	217	115	4793	0	4661	0	0	1433	1207	0	916	0	129	392	0	258	1285	5482	40	1765	0	90	99	3219	212	0	18	0	472	1620	58	29	104	31	2865	279	0	1171	672	0	275	261	304	0	65	648	75	0	8223	343	366	3654	17	0	2914	782	0	124	0	0	0	0	809	0	4775	627	789	209	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae
1411144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	91	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caecigallinarum
310298	0	93	0	14	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	837	0	0	0	3	0	0	0	0	0	0	0	0	0	60208	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	44	0	0	1344	0	0	0	38	99	0	59	0	0	0	0	0	165	0	3015	0	0	0	0	0	1228	127	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	2994	0	0	0	0	0	0	0	41	0	815	0	0	0	421	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides coprocola
387090	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides coprophilus
357276	22	15	20	0	17	0	7	0	9	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	17	0	0	0	8	0	125	0	0	0	221	68	0	107	83	0	405	0	66	202	207	0	106	0	0	0	0	0	0	121	58	0	45	151	0	0	38	62	0	115	0	71	0	43	33	0	0	0	47	131	37	0	0	0	77	0	0	0	0	0	83	0	0	30	0	0	58	0	0	0	0	0	0	0	55	0	237	0	0	0	0	0	32	0	0	154	0	94	65	0	0	0	29	0	0	0	0	45	0	119	0	124	0	85	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides dorei
28111	0	132	0	42	1914	0	0	317	0	0	16	15	0	0	12	0	0	11	11	0	0	17	0	38	5	0	0	0	0	0	0	0	333	0	0	0	0	0	408	0	0	0	0	0	3169	0	0	0	0	0	0	0	0	0	0	0	0	0	178	322	81	18	0	0	0	369	88	0	29	629	0	0	23	13460	140	0	0	23	0	0	0	0	0	0	0	0	0	0	0	617	45	19	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	23	0	0	833	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides eggerthii
674529	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	104	0	0	47	0	0	273	0	0	0	0	0	0	97	45	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	50	0	0	0	0	0	0	0	31	0	0	195	0	30	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecis
338188	236	82	22	13	12	12	59	57	0	180	28	0	0	0	0	0	0	149	11	0	0	0	0	0	20	0	25	0	0	0	192	3546	0	0	590	94	514	156	0	0	84	0	214	2430	157	98	2237	0	0	0	0	609	219	1242	1131	71	0	86	0	0	461	66	0	288	0	0	111	24	67	289	40	0	66	271	180	0	108	0	39	141	17	0	0	0	169	0	0	0	0	0	77	60	0	0	0	197	0	0	63	0	985	0	0	0	0	0	51	0	44	3170	0	66	300	98	64	0	0	0	0	14	0	53	0	125	29	72	45	51	128	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides finegoldii
626930	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fluxus
817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
477666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides graminisolvens
290053	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides helcogenes
28113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides heparinolyticus
329854	0	0	0	0	8	0	1	14	0	1158	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4864	0	0	1175	0	139	0	0	162	103	4733	57	82	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	4816	316	0	0	0	0	0	145	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	691	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinalis
204516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides massiliensis
291645	0	23	27	13	0	9	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	111	0	0	0	0	0	554	140	56	145	161	514	0	0	314	1293	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	38	0	0	0	0	2413	0	0	34	0	0	0	532	0	0	0	0	44	0	80	336	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	67	0	18	0	356	0	0	0	23	0	0	0	0	0	0	0	54	27	0	0	26	0	0	0	0	88	1015	48	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides nordii
28116	17	68	14	0	61	9	24	34	39	159	109	55	0	0	9	0	0	5	13	0	0	0	0	15	107	15	74	4	32	2	716	187	95	28	4191	1005	106	782	359	0	374	265	1063	310	324	23	280	0	0	39	0	52	80	1712	404	0	179	630	34	23	39	0	50	90	0	95	25	46	124	93	216	44	82	131	155	24	15	11	91	30	82	37	38	0	452	12	0	37	6	19	64	0	22	29	0	572	94	0	163	60	1416	5	95	59	45	12	111	10	0	218	0	480	0	76	24	25	58	118	0	197	0	83	119	423	192	186	0	503	16	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ovatus
310297	0	84	1821	262	0	36	0	0	0	0	7	334	80	0	1742	0	50	0	0	0	0	6	11	0	0	0	0	1108	0	0	0	8199	0	0	0	22476	0	0	0	0	0	5928	0	0	0	0	0	0	250	0	0	5835	217	0	977	165	0	0	211	339	0	977	414	0	0	0	0	0	7071	871	0	0	5188	0	3464	2748	2731	0	3800	208	0	0	0	0	63	0	36	0	0	0	451	0	0	0	0	0	0	29	0	0	0	189	2355	0	27	0	0	0	0	0	34	57	245	0	0	0	0	13080	202	0	0	0	0	5200	0	0	1288	0	2653	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides plebeius
310300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides pyogenes
